PlayerName,Base.X,Base.y,Base.z,Town.x,Town.y,Town.z
hahayishi,-34801.259502509645,74.0,-13689.163824576292,302.0,97.0,-313.0
halo04pst,-1391.5605668677154,67.0,-33731.25364097516,316.0,95.0,-360.0
halosern,10931.0,113.0,-14796.0,353.0,76.0,-454.0
hancy123,38619.0,88.0,-8217.0,504.0,87.0,-349.0
haodou,-10026.0,11.0,31442.0,375.0,81.0,-469.0
happy_fly,20112.0,11.0,10270.0,358.0,94.0,-427.0
haro,-18898.0,58.0,9838.0,122.0,88.0,-221.0
haruna,8418.0,58.0,13552.0,422.0,74.0,-467.0
haze_YK,23294.65869280569,63.0,19074.63254754898,316.0,95.0,-387.0
hemusli,-304.4929282423824,30.0,-34306.30000001192,274.0,96.0,-345.0
hewei,317,92,15526,181,87,-97
hhh1968,22163.506683490225,78.0,2128.695921877717,337.0,96.0,-326.0
hhhh,-7503,74,5148,109,87,-171
hiahia,4377.0,65.0,17073.0,320.0,101.0,-467.0
houliliyu,12274.0,68.0,2509.0,402.0,84.0,-467.0
huangchongyi,-27050.0,70.0,-29366.0,418.0,79.0,-467.0
huangguotao,-16023.0,48.0,-16789.0,189.0,122.0,-76.0
hubert,-19044.0,66.0,18925.0,375.0,81.0,-461.0
hundun200,-28380.0,65.0,12893.0,406.0,79.0,-454.0
hxhx,20672.0,67.0,19512.0,377.0,76.0,-454.0
hzt234,35896.416747063355,64.0,16018.146905175601,437.0,90.0,-415.0
ilivid,38307.0,65.0,16110.0,310.0,88.0,-244.0
imbayy,11395.0,111.0,13234.0,126.0,89.0,1.0
iverson96,24012.883614771883,96.0,24415.045333817616,361.0,89.0,-204.0
jasperluo,9534.0,64.0,2124.0,307.0,88.0,-205.0
javasun,10613,63,12384,256,87,-182
jcxl,22537.0,62.0,-29326.0,122.0,87.0,-268.0
jiang,12323.0,89.0,16670.0,194.0,92.0,-258.0
jiangyoudang7,-7511,19,14322,129,88,-47
jiatry,25345.0,71.0,-26463.0,336.0,106.0,-469.0
jim_,9534.0,64.0,2124.0,307.0,88.0,-205.0
jinkela,-19277.0,118.0,-23646.0,426.0,84.0,-454.0
jk2279622869,-1885.6446565477522,36.0,19980.30000001192,290.0,97.0,-338.0
joumom,30118.405700616095,64.0,-14615.648117535931,278.0,96.0,-345.0
ju_ran,-28558.274283455037,63.0,-24818.283655549287,34.0,91.0,-221.0
ju_ran_,25415.325078572754,70.0,-28378.30000001192,320.0,93.0,-424.0
jxh,-9237.0,69.0,-12849.0,410.0,74.0,-454.0
jyf15,-1087.0,64.0,335.0,283.0,91.0,-254.0
k_k110,34957.46889801964,78.0,-25081.64971571721,276.0,96.0,-311.0
keduomeng,18144,64,-3722,138,88,-108
ken,35590.61383604378,77.0,23020.792428959263,314.0,96.0,-387.0
king,14577,79,-13807,190,88,-163
kk546318279,-124.0,57.0,12259.0,326.0,101.0,-467.0
kkk,-6338.799069795511,57.0,-32695.390544709717,470.0,88.0,-314.0
knight,-10450.677123348347,79.0,-10578.083584101332,470.0,88.0,-365.0
laji,-17050.580928683285,80.0625,-25971.28653476042,426.0,89.0,-456.0
larry,-10191,78,-2516,104,88,-220
larva,7827.0,80.0,-22491.0,369.0,81.0,-454.0
lemon_rain,28249.366377948,63.0,-19531.284074062965,303.0,96.0,-326.0
lenvovo,338.0,71.0,-22836.0,320.0,106.0,-459.0
leosky,26256.965812516075,68.0,21010.138508110365,286.0,97.0,-329.0
lie2425,-32072.69999998808,76.0,-19677.315135006917,332.0,93.0,-360.0
lige,-8582.092732791682,63.0,3183.2101887035815,64.0,90.0,-207.0
lihai_dada,-25118.159947065924,69.0,-26350.39580953608,332.0,97.0,-312.0
linlam,-14493.0,64.0,11007.0,454.0,88.0,-386.0
linny,-2758.1275920096496,72.0,29227.736339122737,329.0,86.0,-229.0
liucong,-20130.0,69.0,5912.0,440.0,79.0,-461.0
liujx,-14781.0,63.0,-19557.0,440.0,84.0,-465.0
liushuai,29495.428669544,80.0,1129.300000011921,272.0,94.0,-311.0
liyao,-2815.0,64.0,-10758.0,386.0,74.0,-467.0
liyu,-38713.0,72.0,-21703.0,209.0,90.0,-275.0
liziyang,-27818.0,75.0,4731.0,273.0,87.0,32.0
ljxjava,-13549.0,10.0,-11429.0,422.0,79.0,-467.0
llk,-10363.521459651549,98.0,29266.650088022223,366.0,95.0,-173.0
logic11,5795.0,53.0,32277.0,385.0,88.0,-243.0
logss,9931.0,69.0,20640.0,342.0,101.0,-469.0
lost_fish,1468.0045096556203,70.0,28006.00595760633,301.0,91.0,-328.0
lucian,28638.995489880475,64.0,7806.423335527505,385.0,88.0,-285.0
luck,-19555,58,-7490,128,88,-299
lulululu,36113.0,62.0,20642.0,520.0,88.0,-319.0
lv223,22184.98726689422,74.0,-16725.093341385156,308.0,91.0,-371.0
ly,8135.699999988079,70.0,-24409.63694178307,105.0,88.0,-296.0
ly_world,26269.001380065954,68.0,21008.355266792292,289.0,98.0,-327.0
lyn32167,19191.0,27.0,-7200.0,408.0,79.0,-465.0
lz,14267,60,-10984,128,88,-315
m,10131.0,44.0,2487.0,320.0,91.0,-460.0
ma199389,7828.0,80.0,-22492.0,377.0,88.0,-298.0
mader_man,22375.858560079258,64.0,-23929.38664026708,291.0,96.0,-314.0
maikuaifu,-18306.0,74.0,-8091.0,276.0,87.0,-197.0
maoge,-27124.207483368813,73.0,6264.533525985714,69.0,88.0,-301.0
maple,-3968.0,77.0,2267.0,340.0,91.0,-460.0
mario,-13483.0,63.0,-5570.0,394.0,79.0,-454.0
masama,-17313,49,17919,79,88,-224
maxxxwel,-21974.364090610732,69.0,-2372.7518049197824,345.0,92.0,-204.0
mchess,12090.0,61.0,698.0,402.0,88.0,-251.0
mcoo,-35597.0,64.0,-12197.0,390.0,84.0,-467.0
mili,3703.184692711068,72.0,34058.15357814276,534.0,88.0,-421.0
mine1,-13271.0,74.0,-12420.0,324.0,91.0,-456.0
ming,1984.9486591729487,80.0,-34212.00469540403,412.0,94.0,-192.0
ming2,35400.36956588665,11.0,28722.504622632274,149.0,87.0,-274.0
moonlight,-22302.910859568346,76.0,-23211.363204886038,344.0,88.0,-286.0
moonpox,-11881.736207549298,64.0,14546.159860011338,84.0,91.0,-108.0
moumou,28649.678563720237,64.0,-4739.423447618883,402.0,99.0,-465.0
moys,33567.19361832553,66.0,19345.277208090967,457.0,88.0,-297.0
mushieir,26686.300154507837,81.0,-22986.271758342955,547.0,88.0,-314.0
naiyou,4375.0,66.0,17074.0,320.0,106.0,-467.0
nh5476,-4870.0,98.0,34969.0,413.0,90.0,-300.0
nian,-27818.0,74.0,4731.0,262.0,87.0,-104.0
nigong,7054.284627359935,63.0,-40134.44937602888,289.0,98.0,-313.0
no_challenge,33637.64793309144,78.0,2257.4053664107464,301.0,91.0,-328.0
numpy,21934.271525114033,64.0,-21693.82139293101,371.0,88.0,-257.0
olaf,-25731.020175311627,76.0,9763.513301651205,272.0,94.0,-343.0
oneday,-984,64,8590,340,89,-230
osamah,9325.0,68.0,-14261.0,442.0,74.0,-454.0
oshiero,6436.0,55.0,-14529.0,340.0,96.0,-456.0
override,6389.10526999822,63.0,34735.0961514001,284.0,94.0,-338.0
pangge,-18083.0,68.0,8180.0,189.0,132.0,-76.0
pangpang,-17048.58068290314,80.0,-25968.308068697414,129.0,88.0,17.0
papa,2090.7041935993648,91.0,13058.976132715974,21.0,91.0,-209.0
pei_si,-21495.0,71.0,-5345.0,441.0,95.0,-413.0
phoenix,-19124.0,58.0,14942.0,386.0,79.0,-459.0
pike,-2917.0,76.0,39515.0,375.0,86.0,-461.0
poly,805.0,67.0,-5905.0,438.0,84.0,-454.0
pppppan,-10279,71,-9032,105,88,-203
qibing,-17632.0,60.0,-17138.0,178.0,88.0,-210.0
quan,6704.9059274709625,28.0,24784.968002697708,396.0,88.0,-297.0
quiet,-22869.21739961371,53.0,18274.756749323355,518.0,88.0,-330.0
rango,-21031.614616374478,71.0,6997.026532825454,344.0,96.0,-326.0
revenge_,-28448.74662387775,73.0,5525.638345629683,247.0,89.0,-261.0
robinxb,20208.329858908233,63.0,-15205.904815836435,303.0,96.0,-326.0
rubyysm,-10077.0,77.0,-9674.0,402.0,74.0,-467.0
runtudezha,-1794.0,59.0,12696.0,430.0,79.0,-454.0
sakuragakki,-31207.288509994825,81.0,-27612.331634385966,307.0,95.0,-313.0
satan,18377,63,-18022,176,90,-273
satori_koishi,195.0,12.0,30906.0,410.0,84.0,-454.0
sbshiwo,21423.222572202405,63.0,-4370.666331521115,341.0,91.0,-313.0
sengent,-16022.341208653184,48.0,-16788.469677889454,386.0,88.0,-245.0
shenjh,-15419.0,17.0,-8242.0,502.0,87.0,-424.0
shimengmao,-2937,67,-9647,153,96,-104
shit,-17559.0,71.0,-17667.0,418.0,84.0,-467.0
shitouyan,26108.260503097135,68.0,19101.111893466583,614.0,88.0,-386.0
shouzhuozi,21521.640359857563,68.0,-5288.7164053263605,340.0,91.0,-328.0
silence,-1266.0,50.0,15296.0,434.0,74.0,-467.0
sjl,-20525.084206192645,76.0,-27603.400373277465,422.0,89.0,-456.0
sleep,32212.652990833292,63.0,-22029.625720831427,312.0,96.0,-306.0
snail,802.0,178.0,-16900.0,247.0,87.0,-201.0
soapmactavis,13977.0,77.0,-15791.0,438.0,74.0,-454.0
spiritMaxs,-14559.267927469926,11.0,11575.176137882881,82.0,92.0,-92.0
squaree,-34563.0,63.0,-7468.0,105.0,86.0,-360.0
srl,6966,80,10890,113,87,-144
ssfxz,-542.0,71.0,-2437.0,133.0,87.0,-145.0
sssss,-12254.0,61.0,-16001.0,418.0,79.0,-454.0
strom,-19268,40,12713,223,91,-243
sunnybay,-12442.0,64.0,-9438.0,235.0,89.0,-256.0
superdiamond,-28573.549748646466,63.5625,-24802.637313263513,470.0,88.0,-292.0
suzitao,9534.0,64.0,2124.0,307.0,88.0,-205.0
symk,3308.0,83.0,13672.0,418.0,74.0,-454.0
tai2,10402.231108157914,69.0,24076.312941493357,45.0,90.0,-223.0
tang,2781,69,16287,276,89,-231
thuzbq,-18459.0,64.0,-16697.0,402.0,74.0,-454.0
tianxuan,-10460.961093092763,79.0,-10574.541620057145,454.0,88.0,-330.0
together17,-22829.279602418632,70.0,-28571.839983911344,317.0,97.0,-304.0
tongqiu,-14710.0,63.0,-17047.0,385.0,75.0,-453.0
totran,-14917,35,4153,260,88,-243
trap,25269.848764706734,69.0,-19516.114412931165,413.0,88.0,-257.0
twist,12463.084389511347,73.0,-4781.048053181386,248.0,90.0,-287.0
twostars,24875.01218312499,74.0,12110.356664074136,275.0,98.0,-313.0
v,-17126.731001614433,63.0,-1344.7883090737823,373.0,88.0,-272.0
v0w0v,34276.6960559009,24.0,-1105.6477394530798,337.0,95.0,-299.0
vanDarkholme,37526.69524542777,65.0,-2277.3120227716863,303.0,91.0,-307.0
vc1221,-5821.0,63.0,22849.0,408.0,79.0,-469.0
venturezhao,-27650.515987579904,63.0,-12710.293740008276,362.0,91.0,-190.0
vig,26353.158271493692,71.0,-22929.4443808471,502.0,88.0,-292.0
w22266,23647.0,43.0,7323.0,398.0,79.0,-454.0
waki,-4319.0,95.0,-15127.0,440.0,74.0,-469.0
wanderman2698,1556.8810196879053,71.0,13223.059966420115,486.0,88.0,-330.0
wang6,25287.0,68.0,-26532.0,408.0,84.0,-469.0
wangke,-27911.09604525314,81.0,5707.302986513079,336.0,95.0,-385.0
wangqianyu,-37500.04164704204,60.0,-19898.775644700938,340.0,93.0,-368.0
wangzhida,35386.63286510159,78.0,21484.38003614451,343.0,95.0,-357.0
wenhaofly,-11984.239707624309,27.0,18166.4286586256,354.0,88.0,-283.0
whathell,-6839.0,70.0,33967.0,365.0,76.0,-454.0
whiteloli,-9111.0,10.0,-27170.0,375.0,76.0,-461.0
wind,-24887.115226154052,64.0,-3094.374381311192,378.0,88.0,-401.0
wings,20938.772386862547,63.0,501.9046402248382,301.0,95.0,-358.0
wjcheng,14092.675267618422,68.0,4115.7088603549255,518.0,88.0,-349.0
woody,-16255.0,64.0,2936.0,77.0,93.0,-129.0
woozy,-4499.0,64.0,-11985.0,187.0,88.0,16.0
woshi_SB,33811.313202837904,63.0,-62.437647305161896,413.0,88.0,-405.0
ws1ghk,14064,65,15795,151,88,-305
wupengxianshen,-20129.565771724163,69.0,5906.437556856685,98.0,88.0,-315.0
wuxian_humor,34273.40816231312,76.0,21166.116328376334,262.0,96.0,-318.0
wwwqtg,-13483.0,63.0,-5570.0,394.0,79.0,-454.0
wyy,-29736.0,68.0,2794.0,600.0,88.0,-401.0
wzq123,-35041.963403992486,11.0,-22940.383206942137,341.0,90.0,-301.0
xiao123,-31364.0,63.0,-16702.0,361.0,76.0,-454.0
xiao_cui1,32103.69999998808,74.0,-9783.25256907744,327.0,98.0,-314.0
xiaochuan,37766.132822222826,60.0,-4811.902505855019,531.0,88.0,-314.0
xiaodingshun,2909.2158106264524,74.0,-18607.319757130455,531.0,88.0,-314.0
xiaogui,3227.4805841491243,69.0,20708.40784048602,426.0,89.0,-460.0
xiaosong,22638.0,116.0,5283.0,128.0,87.0,-363.0
xiaowenrei,3308.0,83.0,13672.0,418.0,74.0,-454.0
xiaoye,9506.0,64.0,-15841.0,125.0,90.0,-289.0
xiaozhuo,4397.920562118069,32.0,-20970.91010331619,534.0,88.0,-437.0
xie,3088,94,12943,261,89,-231
xiu,-6641.47444299949,12.0,38350.68165835199,344.0,96.0,-311.0
xjtuGF,-16151.24675161271,64.0,-26455.361579357,417.0,85.0,-459.0
xjtu_ghost,9539.846383513328,67.0,-23164.430687499593,502.0,88.0,-314.0
xq23455,-28268.065188127483,12.0,-12325.532144736393,413.0,87.0,-242.0
xuanly,29621.0,69.0,-24256.0,453.0,87.0,-331.0
xue_bao,-12725.0,63.0,-3045.0,216.0,85.0,-188.0
xue_bao_kc,-30308.397656750854,64.0,-29022.9740542655,260.0,94.0,-316.0
xuhuatao,-1628.0,58.0,-841.0,328.0,91.0,-456.0
xzx,25439.0,101.0,23015.0,253.0,87.0,-217.0
yang,22579.96894468484,68.0,-29597.322778250913,148.0,87.0,-274.0
ybyb,33207.0,92.0,24737.0,581.0,87.0,-380.0
ybybyb,33207.0,92.0,24737.0,581.0,87.0,-380.0
yctlei,7538.314784994582,63.0,-27723.77984091099,289.0,98.0,-313.0
yige,-27130.0,65.0,-1420.0,357.0,76.0,-467.0
ylwlmqts,-27724.0,63.0,5673.0,386.0,84.0,-454.0
ymjkMaster,-14076.0,64.0,12547.0,426.0,74.0,-454.0
ypat,-1712,63,2621,270,87,-109
ypat999,-6952.692278255195,70.0,-25854.59304934914,-1717.0,58.0,2614.0
ypwlal,-3988.0,98.0,-11592.0,318.0,116.0,-465.0
ys,21025.686172488146,88.0,-5791.570454832023,64.0,91.0,-197.0
ysz323,-2454,69,12324,291,88,-240
yuan_yi,157.40456763679254,69.0,-31084.037458049217,119.0,88.0,-93.0
yumu,25256.0,80.0,-26747.0,408.0,84.0,-465.0
yun,3827.0,78.0,20965.0,422.0,84.0,-454.0
yuqilinwhl,-10461.318876718618,79.0,-10572.853921588096,470.0,88.0,-349.0
yutianxiang,25834.642122301768,73.875,-15558.508511234175,130.0,87.0,-68.0
yuyuyuyuyu,20246.69481744237,71.0,12472.933524503309,502.0,88.0,-437.0
yxx,-3615.871768995791,11.0,2919.7909180429065,502.0,88.0,-365.0
yyc,-2078.6494174393797,60.0,-25829.0724162887,399.0,88.0,-244.0
yyl,7954.6560776911865,78.0,20514.463197619214,304.0,87.0,-219.0
yzmoney,22377.572902509066,79.0,-27346.36519121196,62.0,94.0,-127.0
zaxb,-9265,61,19092,90,88,-143
zby,10482.0,70.0,-18465.0,418.0,74.0,-459.0
zecry,38799.71197401459,68.0,25182.76943095451,166.0,90.0,-252.0
zed,-1299.0,63.0,2853.0,175.0,87.0,-221.0
zep404,25467.0,77.0,-26669.0,353.0,76.0,-463.0
zh9603,32770.69999998808,66.0,14345.397732583704,63.0,92.0,-110.0
zhaizhaizhai,-1805.0,107.0,11664.0,402.0,84.0,-454.0
zhanbo123,33196.884266907495,70.0,-8613.591603933475,266.0,96.0,-318.0
zhangruitong,28112.65650502622,8.0,-27853.065551937514,534.0,88.0,-402.0
zheng_lop,-25663.428573722955,71.0,14.812225737136853,245.0,90.0,-273.0
zi_min,39543.363512384836,72.0,9054.97451627318,45.0,90.0,-223.0
zkx,23982.924771031754,55.0,-12332.938402562706,286.0,93.0,-408.0
zsylj,-28451.0,74.0,5527.0,336.0,106.0,-461.0
zxm,12447.0,19.0,16230.0,442.0,84.0,-454.0
zxx,23980.47247358918,55.0,-12331.79535753549,288.0,93.0,-408.0

